code,nom
PEBE,CELLULE INFORMATIQUE ET TELECOMMUNICATION
PEBG,DIV. FINANCES (R.BAGUEL)
PEBH,DIV. PERSONNEL (R.BAGUEL)
PEBJ,DIV. INTENDANCE (R.BAGUEL)
PEBM,DIV. APPRO. ET TRANSPORT (R.BAGUEL)
PEBQ,DIV. ENG. ET PROD. (R.BAGUEL)
PEBR,DIV. EXPLOITATION (R.BAGUEL)
PEBT,DIV. MAINTENANCE (R.BAGUEL)
PEBU,DIV. REALISATION (R.BAGUEL)
PEBX,DIVISION TECHNIQUE
PEBY,PERS S.I.E DIR. REG. RHOURD EL BAGUEL
PEB0,CELLULE DIRECTION
PEB1,SERVICE JURIDIQUE
PEC,SECTEUR EL BORMA
PEF,STAG. EN FORMATION (R.BAGUEL)
PFA,UNITE ADRAR
PFB,D.REG.ADRAR
PFBD,DIVISION HSE
PFBG,DIVISION FINANCES
PFBH,DIVISION PERSONNEL
PFBJ,DIVISION MOYENS GENERAUX
PFBM,DIVISION APPRO. ET TRANSPORT
PFBQ,DIVISION ENG. ET PROD
PFBR,DIVISION EXPLOITATION
PFBT,DIVISION MAINTENANCE
PFBU,DIVISION INFRASTRUCTURES
PFBX,DIVISION TECHNIQUE
PFBY,PERS S.I.E DIR. REG. ADRAR
PFB0,CELLULE DIRECTION
PFB1,SECRETARIAT
PFB10,CHAMP GUERN EL GHESSA
PFB2,CELLULE INFORMATIQ.TELECOMMUNICATION
PFB3,SERVICE JURIDIQUE
PFB4,CHAMP HASSI BAHAMOU-REG MOUADED
PFB5,CHAMP HASSI TIDJERANE
PFB6,CHAMP TINERKOUK
PFB7,CHAMP DJEBEL MOUIMA SUD (TIDIKELT)
PFB8,CHAMP TOUAT HUILE
PFB9,CHAMP TINEKHELOUF
PKA,UNITE G.TOUIL
PKB,D. REG. GASSI TOUIL (HYD/DPR)
PKBD,DIV. HSE (G.TOUIL)
PKBE,CELLULE INF. TELECOM
PKBG,DIV. FINANCES (G.TOUIL)
PKBH,DIV. PERSONNEL (G.TOUIL)
PKBJ,DIV. MOG (G.TOUIL)
PKBM,DIV. APPRO. ET TRANSPORT (G.TOUIL)
PKBQ,DIV. ENG. ET PROD. (G.TOUIL)
PKBR,DIV. EXPLOITATION (G.TOUIL)
PKBT,DIV. MAINTENANCE (G.TOUIL)
PKBU,DIV. INFRASTRUCTURES (G.TOUIL)
PKBX,DIV TECHNIQUE
PKBY,PERS S.I.E DIR. REG. GASSI TOUIL
PKB0,CELLULE DIRECTION
PKB1,SECRETARIAT
PKF,STAG. EN FORMATION (G.TOUIL)
PLA,UNITE R.NOUSS
PLB,D. REG. RHOURD NOUSS (HYD/DPR)
PLBD,DIV. SECURITE (R.NOUSS)
PLBG,DIV. FINANCES (R.NOUSS)
PLBH,DIV. PERSONNEL (R.NOUSS)
PLBJ,DIV. INTENDANCE (R.NOUSS)
PLBM,DIV. APPRO. ET TRANSPORT (R.NOUSS)
PLBQ,DIV. ENG. ET PROD. (R.NOUSS)
PLBR,DIV. EXPLOITATION (R.NOUSS)
PLBT,DIV. MAINTENANCE (R.NOUSS)
PLBU,DIV. REALISATION (R.NOUSS)
PLBY,PERS S.I.E DIR. REG. RHOURD NOUSS
PLB0,CELLULE DIRECTION
PLB1,SECRETARIAT
PLC,D. HAMRA
PLCY,PERS S.I.E DIR. HAMRA
PLC0,CELLULE DIRECTION
PLC01,SECRETARIAT
PLC1,DEPT ENG PROD
PLC2,DEPT EXPLOITATION
PLC3,DEPT MAINTENANCE
PLC4,DEPT FINANCES
PLC5,DEPT MOYENS GENERAUX
PLC6,SCE GESTION/PAIE
PLC7,SCE SECURITE
PLF,STAG. EN FORMATION (R.NOUSS)
PMA,UNITE T-F-T
PMB,D. REG. T.F.TABANKORT (HYD/DPR)
PMBD,DIV. HSE (T.F.T.)
PMBE,CELLULE INF.TELECOM
PMBG,DIV. FINANCES (T.F.T.)
PMBH,DIV. PERSONNEL (T.F.T.)
PMBJ,DIV. MOG (T.F.T.)
PMBM,DIV. APPRO. ET TRANSPORT (T.F.T.)
PMBQ,DIV. ENG. ET PROD. (T.F.T.)
PMBR,DIV. EXPLOITATION (T.F.T.)
PMBT,DIV. MAINTENANCE (T.F.T.)
PMBU,DIV. INFRASTRUCTURES (T.F.T.)
PMBX,DIVISION TECHNIQUE
PMBY,PERS S.I.E DIR. REG. T.F.TABANKORT
PMB0,CELLULE DIRECTION
PMB1,SECRETARIAT
PMF,STAG. EN FORMATION (T.F.T.)
PNA,UNITE OHANET
PNB,D. REG. OHANET (HYD/DPR)
PNBD,DIV. HSE (OHANET)
PNBE,CELLULE INF.TELECOM
PNBG,DIV. FINANCES (OHANET)
PNBH,DIV. PERSONNEL (OHANET)
PNBJ,DIV. MOG (OHANET)
PNBM,DIV. APPRO. ET TRANSPORT (OHANET)
PNBQ,DIV. ENG. ET PROD. (OHANET)
PNBR,DIV. EXPLOITATION  (OHANET)
PNBR01,SECTEUR HUILE
PNBR02,COMPLEXE INDUSTRIEL GAZ
PNBT,DIV. MAINTENANCE (OHANET)
PNBU,DIV. INFRASTRUCTURES (OHANET)
PNBV,SECTEUR EXPLOITATION SUD
PNBX,DIV TECHNIQUE
PNBY,PERS S.I.E DIR. REG. OHANET
PNB0,CELLULE DIRECTION
PNB1,SECRETARIAT
PNF,STAG. EN FORMATION (OHANET)
PPA,UNITE STAH
PPB,D. REG. S T A H (HYD/DPR)
PPBD,DIV. HSE (STAH)
PPBE,CELLULE INF.  TELECOM
PPBG,DIV. FINANCES (STAH)
PPBH,DIV. PERSONNEL (STAH)
PPBJ,DIV. MOG (STAH)
PPBM,DIV. APPRO. ET TRANSPORT (STAH)
PPBQ,DIV. ENG. ET PROD. (STAH)
PPBR,DIV. EXPLOITATION (STAH)
PPBT,DIV. MAINTENANCE (STAH)
PPBU,DIV. INFRASTRUCTURES (STAH)
PPBV,COMPLEXE INDUSTRIEL ALRAR
PPBW,SECTEUR STAH/MEREKSEN
PPBX,DIV TECHNIQUE
PPBY,PERS S.I.E DIR. REG. S T A H
PPB0,CELLULE DIRECTION
PPB1,SECRETARIAT
PPF,STAG. EN FORMATION (STAH)
PTA,UNITE IN-AMENAS
PTB,D. REG. IN AMENAS (HYD/DPR)
PTBD,DIV. HSE (I.AMENAS)
PTBE,CELLULE INF. TELECOM
PTBG,DIV. FINANCES (I.AMENAS)
PTBH,DIV. PERSONNEL (I.AMENAS)
PTBJ,DIV. MOG (I.AMENAS)
PTBM,DIV. APPRO. ET TRANSPORT (I.AMENAS)
PTBQ,DIV. ENG. ET PROD. (I.AMENAS)
PTBR,DIV. EXPLOITATION (I.AMENAS)
PTBT,DIV. MAINTENANCE (I.AMENAS)
PTBU,DIV. INFRASTRUCTURES (I.AMENAS)
PTBV,SECTEUR EXPLOITATION EST
PTBW,SECTEUR EXPLOITATION OUEST
PTBX,DIV TECHNIQUE
PTBY,PERS S.I.E DIR. REG. IN AMENAS
PTB0,CELLULE DIRECTION
PTB1,SECRETARIAT
PTF,STAG. EN FORMATION (I.AMENAS)
P71,CADRES SUP. HYD/DPR
P71A,CADRES SUP. CELLULE DIVISION
P71B,CADRES SUP. OPERATIONS
P71C,CADRES SUP. FIN/COMPTABILITE
P71D,CADRES SUP. RHU
P71E,CADRES SUP. HSE
P71F,CADRES SUP. INFORMATIQUE
P71G,CADRES SUP. MOYENS GENERAUX
P71H,CADRES SUP. APPRO/TRANSPORT
P71J,CADRES SUP. D. REG/HRM
P71K,CADRES SUP. D. REG/HMD
P71L,CADRES SUP. D. REG/REB (HYD/DPR)
P71M,CADRES SUP. D. REG/GTL
P71N,CADRES SUP. D. REG/REN
P71P,CADRES SUP. D. REG/HBK
P71Q,CADRES SUP. D. REG/INA
P71R,CADRES SUP. D. REG/TFT
P71S,CADRES SUP. D. REG/OHT
P71T,CADRES SUP. D. REG/STH
P71U,CADRES SUP.D.REG/ADRAR
P71V,CADRES SUP. AUDIT
Q,DIVISION  ASSOCIATIONS
QAA,UNITE. DIV AST
QAC,DIRECTION JURIDIQUE & CONTRAT
QAC0,CELLULE DIRECTION
QAC1,DPT GESTION CONTRATS AST
QAC2,DPT SUIVI ORGANES DE GESTION
QAC3,DPT GEST CONTRATS COMMERCIAUX
QAD,D.CONTROLE DE GESTION
QAE,DIR TECHNIQUE
QAEA,DEPT PRODUCTION
QAEB,DEPT OPREATIONS
QAEC,DEPT HSE
QAE0,CELLULE DIRECTION
QAE1,SECRETARIAT
QAF,DIR PARTAGE DE PRODUCTION
QAFA,DEPT PARTAGE DE PRODUCTION
QAFB,DEPT ETUDES/PLANIFICATION
QAFC,DEPT TECHNOL.DE L'INFORMATION
QAFYB,SIE DEPT ETUDES/PLANIFICATION
QAFYC,SIE DEPT TECHNOL.DE L'INFORMATION
QAF0,CELLULE DIRECTION
QAF1,DPT ASSET HUILE
QAF2,DPT ASSET GAZ
QAF3,DPT PROCEDURES / MODELISATION
QAG,DIR.FINANCES
QAGA,DEPT COMPTABILITE ASSOCIATIONS
QAGB,DEPT FINANCEMENT/TRESORERIE
QAGC,DEPT BUDGET/INFO.GESTION
QAG0,CELLULE DIRECTION
QAG1,DPT COMPTABILITE
QAG2,DPT BUDGET/CONTRATS ASSOCIATION
QAG3,DPT TRESORERIE ET FISCALITE
QAG4,DPT NORMES/PROCEDURES FIN COMPT
QAH,DIRECTION GESTION PERSONNEL
QAH0,CELLULE DIRECTION
QAH1,DPT DEVELOPPEMENT RHU
QAH2,DPT GESTION PERSONNEL
QAH3,DPT FORMATION
QAH4,DPT REGLEMENTA / RELATIONS / TRAVAIL
QAH5,DPT REMUNERATION
QAJ,ASISTANT SIE
QAK,DIRECTION PLANNING/REPORTING
QAK0,CELLULE DIRECTION
QAK1,DPT PLANNING
QAK2,DPT REPORTING
QAL,DIRECTION OPERATIONS/EXPL.
QAL0,CELLULE DIRECTION
QAL1,DPT EXPLOITATION
QAL2,DPT OPERATIONS
QAL3,DPT SUIVI PROJETS
QAM,DIR HSE / ENVIRONNEMENT
QAM0,CELLULE DIRECTION
QAM1,DPT SANTE ET SECURITE
QAM2,DPT ENVIRONNEMENT
QAM3,DPT CONTROLE TECHNIQUE
QAY,SIE SIEGE AST
QA1,DPT SUIVI DES RESERVES AUDIT
QA1Y,SIE STAFF
QA2,DPT BANQUE DE DONNEES & SI
QA2Y,SIE DIRECTION JURIDIQUE
QA3,DIVISION RHU
QA3Y,SIE DIRECTION GESTION DU PERSONNEL
QA4,DIVISION DEV EXPLOITATION
QA4Y,SIE DIRECTION DEV EXPLOITATION
QA5,DIVISION EXPLORATION GISEMENTS
QA5Y,SIE DIRECTION EXPLORATION GISEMENTS
QA6,DIVISION PARTAGE PRODUCTION
QA6Y,SIE DIRECTION PARTAGE PRODUCTION
QA7,DIVISION HSE
QA7Y,SIE DIRECTION HSE
QA8,DIVISION FINANCES
QA8Y,SIE DIRECTION FINANCES
QDA,GROUPEMENT TIMIMOUNE
QDAY,SIE GROUPEMENT TIMIMOUNE
QDB,AST GRPT SH/FCP-MLE
QDBY,SIE AST GRPT SH/FCP-MLE
QDC,AST GRPT SH/GULF KEYSTON PETROLUM
QDD,AST GROUPT MEDEX
QDE,OC BIR M'SANA (BMS)
QDEY,SIE OC BIR M'SANA (BMS)
QDF,AST GRPT ROSNEFT CHAMP GRA TOSSELIT
QDG,GROUPEMENT BIR SBAA (BSB)
QDGY,SIE GROUPEMENT BIR SBAA (BSB)
QDK,OOC IN SALAH GAS-INA/HMD
QDKY,SIE OOC IN SALAH GAS-INA/HMD
QDKY1,SIE OOC IN AMENAS TIGUENTOURINE
QDKY2,SIE OOC IN SALAH GAS
QDKY21,SIE OOC IN SALAH GAS/TEG
QDKY22,SIE OOC IN SALAH GAS/REG
QDKY23,SIE OOC IN SALAH GAS/HMN
QDKY3,SIE OOC IN SALAH GAS/KRECHBA
QDKY4,SIE OOC IN SALAH GAS/HRM
QDKY5,SIE OOC IN SALAH GAS D3
QDK1,OOC IN AMENAS TIGUENTOURINE
QDK2,OOC IN SALAH GAS
QDK21,OOC IN SALAH GAS/ TEG
QDK22,OOC IN SALAH GAS/ REG
QDK23,OOC IN SALAH GAS HMN
QDK3,OOC IN SALAH GAS/ KRECHBA
QDK4,OOC IN SALAH GAS/ HRM
QDK5,OOC IN SALAH GAS D3
QDL,GROUPEMENT TFT / HMD
QDLY,SIE GROUPEMENT TFT / HMD
QDLY1,SIE GROUPEMENT TFT / CHAMP
QDL1,GROUPEMENT TFT/CHAMP
QDM,GROUPEMENT BERKINE/HMD
QDMY,SIE GROUPEMENT BERKINE/HMD
QDMY1,SIE GROUPEMENT BERKINE/HBN
QDMY2,SIE AST GRPT SH/ANADARKO BERKINE BKE
QDMY3,SIE GROUPEMENT BERKINE/EL MERK
QDM1,GROUPEMENT BERKINE/HBN
QDM2,AST GROUPT SH/ANADARKO BKE
QDM3,GROUPEMENT BERKINE/EL MERK
QDR,AST GROUPEMENT ISARENE (POSTES COMMUNS)
QDRCE,AST GROUPEMENT ISARENE (CHEF DE SERVICE)
QDRY,SIE AST GROUPEMENT ISARENE
QDRY1,SIE AST GROUPEMENT ISARENE CHAMP
QDS,GROUPEMENT EL ASSEL
QDSY,SIE GROUPEMENT EL ASSEL
QDSY1,SIE GROUPT EL ASSEL/CHAMP
QDS1,GROUPEMENT EL ASSEL /CHAMP
QDU,ORGANISATION OURHOUD/ HMD
QDUY,SIE ORGANISATION OURHOUD/ HMD
QDUY1,SIE ORGANISATION OURHOUD/CHAMP
QDU1,ORGANISATION OURHOUD/CHAMP
QDX,GROUPEMENT SH ENI/HMD
QDXY,SIE GROUPEMENT SH ENI/HMD
QDXY1,SIE GROUPEMENT SH ENI/CHAMP BRN
QDXY2,SIE GROUPT SH ENI/CHAMP MLE
QDX1,GROUPEMENT SH ENI/CHAMP BRN
QDX2,GROUPEMENT SH ENI/ CHAMP MLE
QDZ,AST GROUPT HASSI BIR RKAIZ
QDZY,SIE GROUPT HASSI BIR RKAIZ (HBR)
QDZY1,SIE AST GRPT. SH/PTTEP-CNOOC CHAMP
QD1,AST CHAMP TIFERNINE
QD2,GRPT RHOURDE EL KHROUF (RKF)
QD2Y,SIE GRPT RHOURDE EL KHROUF (RKF)
QD3,AST GROUPT TOUATGAZ
QD3Y,SIE AST GROUPT TOUATGAZ
QD4,AST GROUPT M'ZAID
QD4Y,SIE GROUPEMENT EL M'ZAID
QD5,AST GROUPT REGGANE
QD5Y,SIE AST GROUPT REGGANE
QD6,AST GROUPT SH/AMERADA HESS
QD7,DIRECTION ASSIST. AUX OPERATEURS
QD7Y,SIE AST DIV ASSIST AUX OPERATEURS/HMD
QD70,CELLULE DIRECTION
QD71,DPT ADMINISTRATION/MOYENS
QD72,DPT GEST/COORDIN COMPT/FINANCES
QD73,DPT GESTION/SUIVI DU PATRIMOINE
QD8,OC MENZEL LEJEMET NORD (MLN)
QD8Y,SIE OC MENZEL LEJEMET NORD (MLN)
QD9,AST GROUPT SH/OOC TOUAT
QEA,UNITE AST GRP SONARCO R.EL-BAGUEL
QEB,AST GROUPT SONACO R.BAGUEL
QEBD,DIV. SECURITE (R.BAGUEL)
QEBG,DIV. FINANCES (R.BAGUEL)
QEBH,DIV. PERSONNEL (R.BAGUEL)
QEBJ,DIV. INTENDANCE (R.BAGUEL)
QEBM,DIV. APPRO. ET TRANSPORT (R.BAGUEL)
QEBQ,DIV. ENG. ET PROD. (R.BAGUEL)
QEBR,DIV. EXPLOITATION (R.BAGUEL)
QEBT,DIV. MAINTENANCE (R.BAGUEL)
QEBU,DIV. REALISATION (R.BAGUEL)
QEB0,CELLULE DIRECTION
QEB1,SECRETARIAT
QEF,STAG. EN FORMATION (R.BAGUEL)
QTB,GROUPEMENT ZARZAITINE
QTBK,AST GROUPT SH / SINOPEC
QTBY,SIE GROUPEMENT ZARZAITINE
Q00,DCG  ASSOCIATIONS
Q71,C. SUP DIVISION ASSOCIATIONS
Q71A,C. SUP STAFF DIV AST
Q71AK,C. SUP DIR PLANNING / REPORTING
Q71C,C. SUP DIRECTION JUR/CONTRATS
Q71D,C. SUP. GROUPEMENT
Q71DA,CS GROUPEMENT TIMIMOUNE
Q71DB,C. SUP. AST GRPT SH/FCP-MLE
Q71DC,C. SUP. AST GRPT SH/GULF KEYSTON PETROLUM
Q71DE,CS OC BIR M'SANA (BMS)
Q71DF,C. SUP. AST GRPT ROSNEFT CHAMP GRA TOSSELIT
Q71DG,CS GROUPEMENT BIR SBAA (BSB)
Q71DK,CS OOC IN SALAH GAS-INA/HMD
Q71DK1,CS OOC INA TIGUENTOURINE
Q71DK2,CS OOC IN SALAH GAS
Q71DK21,CS OOC IN SALAH GAS/ TEG
Q71DK22,CS OOC IN SALAH GAS/ REG
Q71DK23,CS OOC IN SALAH GAS HMN
Q71DK3,CS OOC IN SALAH GAS/ KRECHBA
Q71DK4,CS OOC IN SALAH GAS/ HRM
Q71DK5,CS OOC IN SALAH GAS D3
Q71DL,CS GROUPEMENT TFT / HMD
Q71DL1,CS GROUPEMENT TFT/CHAMP
Q71DM,CS GROUPEMENT BERKINE/HMD
Q71DM1,CS GROUPEMENT BERKINE/ HBN
Q71DM3,CS GROUPEMENT BERKINE/EL MERK
Q71DR,C.SUP.AST GROUPEMENT ISARENE
Q71DS,CS GROUPEMENT EL ASSEL
Q71DS1,CS GROUPT EL ASSEL /CHAMP
Q71DU,CS ORGANISATION OURHOUD/ HMD
Q71DU1,CS ORGANISATION OURHOUD/CHAMP
Q71DX,CS GROUPEMENT SH ENI/HMD
Q71DX1,CS GROUPEMENT SH ENI/CHAMP BRN
Q71DX2,CS GROUPEMENT SH ENI/CHAMP MLE
Q71DZ,C.SUP.AST GRPT HASSI BIR RKAIZ
Q71D1,C. SUP. CHAMP TIFERMINE
Q71D2,CS GRPT RHOURDE EL KHROUF (RKF)
Q71D3,CS GROUPEMENT TOUAT GAZ
Q71D4,CS GROUPEMENT EL M'ZAID
Q71D5,CS GROUPEMENT REGGANE
Q71D6,C. SUP. AST GRPT SH/AMERADA/HESS
Q71D7,C. SUP DIR ASSISTANCE OPERATEURS
Q71D8,CS OC MENZEL LEJEMET NORD (MLN)
Q71D9,C. SUP. AST GRPT SH/OOC TOUAT
Q71F,C. SUP DIR PARTAGE PRODUCTION
Q71G,C. SUP DIRECTION FINANCES
Q71H,C. SUP DIR GESTION PERSONNEL
Q71L,C. SUP DIRECTION OPERATIONS/EXPL
Q71M,C. SUP DIR HSE
Q71TB,CS GROUPEMENT ZARZAITINE
Q711,C. SUP.STAFF
Q712,C. SUP.D.TECH/AST
Q713,C. SUP.D.PARTAGE/PROD/AST
Q714,C. SUP.D.FIN/AST
Q715,C. SUP.D.RHU/AST
R,DIVISION FORAGE
R01,DIVISION FORAGE
R010,CELLULE DIVISION
R0101,SECRETATIAT
R011,DEPARTEMENT JURIDIQUE
R012,DEPT. SUIVI ET CONTROLE DES PERFORMANCES
R013,DEPARTEMENT H.S.E
R014,DEPT. INFORMATION ET TECHNOLOGIES
R015,DEPT. APPROVISIONNEMENTS
R02,DIRECTION PROGRAMMES
R020,CELLULE DIRECTION
R0201,SECRETATIAT
R021,DEPT PROGRAMMATION
R022,DEPT.APPROVISIONNEMENTS
R023,DEPT. ACTIVITES EN ASSOCIATION ET INTERNATIONAL
R03,DIRECTION ENGINEERING
R030,CELLULE DIRECTION
R0301,SECRETATIAT
R031,DEPT. DEVELOP DES PROJETS
R032,DEPT ETUDES ET METHODES
R033,DEPARTEMENT INFORMATIQUE
R04,DIRECTION GESTION DU PERSONNEL
R040,CELLULE DIRECTION
R0401,SECRETATIAT
R041,DEPT REGLEMENTATION ET RELATIONS DE TRAVAIL
R042,DEPT DEVELOPPEMENT RHU
R043,DEPT GESTION RHU
R044,SCE MOYENS GENERAUX
R05,DIRECTION FINANCES/CONTROLE DE GESTION
R050,CELLULE DIRECTION
R0501,SECRETATIAT
R051,DEPT. FINANCEMENT ET TRESORERIE
R052,DEPT. COMPTABILITE
R053,DEPT. CONTROLE DE GESTION
R06,DIRECTION DES OPERATIONS
R06A,DEPT. TRANSPORT/MATERIEL
R06B,POLE FORAGE NORD
R06C,POLE FORAGE CENTRE
R06D,POLE FORAGE SUD
R06E,DEPARTEMENT H.S.E
R06F,DEPT. GENIE CIVIL
R06G,DEPT. HYDROLIQUE
R06Y,PERS S.I.E DIVISION FORAGE
R060,CELLULE DIRECTION
R061,SECRETARIAT
R062,DEPT. INFORMATIQUE ET TELECOM
R063,DEPT. FINANCES ET COMPTABILITE
R064,DEPT. PERSONNEL ET MOYENS GENERAUX
R065,DEPT. OPERATIONS
R066,DEPT. INGENIERIE
R067,DEPT. MATERIEL
R068,DEPT. TRANSPORT ET ENTRETIEN
R069,DEPT. RESSOURCES HUMAINES
R08,DIR. ASSIST.OPERATIONS GEOLOG & GEOPHYSIQUE
R080,CELLULE DIRECTION
R081,SECRETARIAT
R082,DEPARTEMENT H.S.E
R083,PROJET REALISATION ET COORD. OP 1
R084,PROJET REALISATION ET COORD. OP 2
R085,PROJET REALISATION ET COORD. OP 3
R086,PROJET REALISATION ET COORD. OP N
R087,DEPT. TOPOGRAPHIE ET GENIE CIVIL
R088,DEPT. HYDROGEOLOGIE ET HYDRAULIQUE
R089,PROJET GEOPHYSIQUE
R09,DIRECTION MUD LOGGING
R09A,CELLULE QUALITE HSE
R09B,DEPT. OPERATIONS
R09C,DEPT. PERSONNEL ET MOYENS GENERAUX
R090,CELLULE DIRECTION
R091,SECRETARIAT
R092,DEPT. ETUDES ET PROGRAMMES
R093,DEPT. MUD LOGGING
R094,DEPT. MAINTENANCE UML
R095,DEPT. ANALYSES
R096,DEPT. ROCHES / RESERVOIRES
R097,DEPT. FINANCES ET COMPTABILITE
R098,DEPT. RESSOURCES HUMAINES
R099,DEPT. SERVICES COMMUNS
R10,DIRECTION ENGINEERING ET PROGRAMMES
R101,DEPT. INGENIERIE
R102,DEPT. PLANIFICATION
R103,DEPT. ACTIVITE A L'INTERNATIONAL
R11,DIR PROCUREMENT FOR/PUITS
R71,CADRES SUP. FORAGE
R711,CADRES SUP. FOR DIV
R712,CADRES SUP. FOR PGM
R713,CADRES SUP. FOR ENG
R714,CADRES SUP. FOR RHU
R715,CADRES SUP. FOR FIN
R716,CADRES SUP. FOR DOF
R717,CADRES SUP. FOR AOP G&G
R718,CADRES SUP. FOR DML
S,DIVISION TECHNOLOGIES ET DEVELOPPEMENT
S29,C.R.D COORDINATION HMD
S2910,SECRETARIAT
S2911,DEPT. QUALITE/HSE
S292,DEPT. ROCHES RESERVOIRS
S293,DEPT. ANALYSES
S294,ADMINISTRATION GENERALE HMD
S2941,RESSOUCES HUMAINES
S2942,FINANCES / PLANIF.
S2943,TECHNIQUES
S2944,APPRO. / MOYENS
S3N,C . R . D  NORD (REGROUPE)
S3S,C . R . D  SUD  (REGROUPE)
S30,DIVISION C.R.D
S30A,DIRECTION GESTION DU PERSONNEL ET MOYENS
S30A0,CELLULE DIRECTION
S30A01,SECRETARIAT
S30A1,DEPT. GESTION RHU
S30A11,SCE GESTION PAIE
S30A12,SCE PRESTATION SOCIAL
S30A13,SCE GESTION ADMINISTRATIVE
S30A2,DEPT.DEVELOPPEMENT RESSOURCES HUMAINES
S30A21,SCE GESTION CARRIERES
S30A22,SCE RECRUTEMENT / PLF EFFECTIFS
S30A23,SCE FORMATIONS
S30A5,STAGIAIRES FORM. ALGERIE
S30A6,DEPT. APPROVISIONNEMENTS
S30A7,DEPT. MOYENS GENERAUX
S30B,DIRECTION GEOLOGIE
S30B0,CELLULE DIRECTION
S30B01,SECRETARIAT
S30B1,DEPT. GEOCHIMIE
S30B11,UNITE ETUDES DES KEROGENES
S30B12,UNITE ETUDES HUILES/EXTRACTION ORGANIQUE
S30B13,UNITE GEOCHIMIE MINERALE
S30B2,DEPT. PALEONTOLOGIE
S30B20,LAB.STRATIGRAPHIE
S30B3,DEPT. SEDIMENTOLOGIE
S30B31,UNITE SEDIMENT CLASTIQUE/CARBONATES
S30B32,UNITE ETUDES MINERALOGIQUES
S30B33,UNITE GEOLOGIE DE RESERVOIRS
S30B4,SCE PREPARATION GEOLOGIQUE
S30B5,DEPT. STRATIGRAPHIE
S30C,DIRECTION GISEMENTS
S30C0,CELLULE DIRECTION
S30C01,SECRETARIAT
S30C1,DEPT. CARACTERISATION DES RESERVOIRS
S30C11,UNITE ROCHES RESERVOIRS
S30C12,UNITE TECHNIQUES PUITS
S30C13,UNITE MECANIQUE DES ROCHES
S30C14,UNITE TECHNIQUE SPECTROSCOPIQUES
S30C2,DEPT. ETUDES THERMODYNAMIQUES
S30C21,UNITE P.V.T.
S30C22,UNITE ANALYSES CHROMATOGRAPHIQUES
S30C3,LAB. RAFFINAGE
S30C4,DEPT.CARACTERISATION PRODUITS PETROLIERS STABILISES
S30D,DIRECTION ASSISTANCE AUX UNITES INDUSTRIELLES
S30D0,CELLULE DIRECTION
S30D01,SECRETARIAT
S30D1,LAB.PRODUITS ET PROCEDES
S30D2,DEPT. CORROSION
S30D21,UNITE  CORROSION
S30D22,UNITE METALURGIE
S30D3,DEPT. ENVIRONNEMENT
S30D4,DEPT. TRAITEMENT ET CONTROLES DES FLUIDES
S30F,DIRECTION RECHERCHE
S30F0,CELLULE DIRECTION
S30F01,SECRETARIAT
S30F1,GROUP EXPLO.& PRODUCTION
S30F2,GROUP ACTIVITES EN AVAL
S30F3,GROUP INFORM.SCIENT & TECHNIQUES
S30F4,GROUP DEV.INFORMATIQUE
S301,STAFF C.R.D
S3010,SECRETARIAT
S3011,SCE JURIDIQUE
S3012,CELLULE QUALITE
S302,DEPT FINANCES / PLANIFICATION
S3021,SCE COMPTABILITE GENERALE
S3022,SCE TRESORERIE
S3023,SCE BUDGET
S3024,SCE FACTURATION
S3025,SCE PLANIFICATIONS
S303,DEPT. TECHNIQUE
S3031,SCE ATELIERS
S3032,SCE MAINTENANCE
S3033,SCE SECURITE INDUSTRIELLE
S304,DEPT. APPRO./ MOYENS
S3041,SCE ACHATS
S3042,SCE GESTION DES STOCKS
S3043,SCE TRANSPORT
S3044,SCE RELEX
S3045,SCE TRAVAUX / ENTRETIEN
S306,STAGIAIRES ALGERIE
S307,PROJET CENTRE CONSERV PATRIM DE LA GEOLOGIE & DES HYDROCARBURES
S308,PROJET CAROTHEQUE CENTRALE
S40,DEPT. TECHNOLOGIES DE L'INFORMATION
S41,DIRECTION LABORATOIRES ET CAROTHEQUE CENTRALE
S410,DEPT. ANALYSES
S411,DEPT. ROCHES RESERVOIRES
S412,DEPT. CAROTHEQUES CENTRALE
S413,DEPT. ADMINISTRATION GENERALE
S42,DIRECTION FINANCES ET JURIDIQUE
S420,DEPT. BUDGET ET FINANCEMENT
S421,DEPT. COMPTABILITE ET FACTURATION
S422,DEPT. JURIDIQUE
S71,CADRES SUP. C.R.D
S711,CADRES SUP. D.RHU
S712,CADRES SUP. D.GEOL
S713,CADRES SUP. D.GIS
S714,CADRES SUP. D.T.HYD
S715,CADRES SUP. D.RECH
S72,CADRES SUP. COOR. HMD
S726,CADRES SUP. COOR. HMD
T,TRANSPORT PAR CANALISATIONS (TRC)
TD1,DIV. ETUDES/DEVELOPPEMENT (TRC)
TD11,CELLULE DIVISION (EDV)
TD2,DIR ETUDES & TECHNOLOGIES
TD21,DEPT VEILLE TECHNOLOGIQUES
TD22,DEPT ENGINEERING
TD22EE,SCE. ETUDES/INGENEERING
TD22EV,SCE. EVALUATIONS
TD22MN,SCE. MATURATION/NORMES
TD23,DEPT CAHIERS DE CHARGES
TD24,DEPT INDEMINISATIONS
TD3,DIR. EXECUTION DES PROJETS
TD31,DEPT TECHNIQUE
TD32,DEPT COUT ET PLANNING
TD33,DEPT APPELS D'OFFRES/CONTRATS
